cust_id,customer,inv_no,inv_date,due_date,balance,b_0_30,b_31_60,b_61_90,b_91_120,b_over_120,credit_hold
C1002,Bayview Medical Center Inc.,INV-253404,2025-12-11,2026-01-25,9571.47,9571.47,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253413,2025-12-12,2026-01-26,1936.64,1936.64,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253456,2025-12-18,2026-02-01,2875.11,2875.11,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253469,2025-12-19,2026-02-02,75267.68,75267.68,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253470,2025-12-19,2026-02-02,3532.37,3532.37,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253471,2025-12-19,2026-02-02,20241.39,20241.39,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253472,2025-12-19,2026-02-02,7997.34,7997.34,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253520,2025-12-25,2026-02-08,5573.13,5573.13,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253530,2025-12-26,2026-02-09,2662.69,2662.69,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253541,2025-12-29,2026-02-12,15495.23,15495.23,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253542,2025-12-29,2026-02-12,55047.54,55047.54,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253554,2025-12-30,2026-02-13,6164.66,6164.66,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253564,2025-12-31,2026-02-14,1650.77,1650.77,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253565,2025-12-31,2026-02-14,1398.77,1398.77,0.0,0.0,0.0,0.0,N
C1002,Bayview Medical Center Inc.,INV-253566,2025-12-31,2026-02-14,4821.92,4821.92,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253100,2025-11-12,2025-12-12,56820.17,0.0,56820.17,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253128,2025-11-14,2025-12-14,8368.16,0.0,8368.16,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253262,2025-11-26,2025-12-26,40610.78,0.0,40610.78,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253284,2025-11-28,2025-12-28,3164.61,0.0,3164.61,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253296,2025-12-01,2025-12-31,10452.17,10452.17,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253308,2025-12-02,2026-01-01,20905.45,20905.45,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253334,2025-12-04,2026-01-03,40937.07,40937.07,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253362,2025-12-08,2026-01-07,12304.56,12304.56,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253391,2025-12-10,2026-01-09,16377.41,16377.41,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253426,2025-12-15,2026-01-14,6868.78,6868.78,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253521,2025-12-25,2026-01-24,5023.71,5023.71,0.0,0.0,0.0,0.0,N
C1003,Cardinal Hospitality Group LLC,INV-253555,2025-12-30,2026-01-29,13682.77,13682.77,0.0,0.0,0.0,0.0,N
C1004,Cedar Point Facility Services,INV-253414,2025-12-12,2026-01-11,8891.55,8891.55,0.0,0.0,0.0,0.0,N
C1004,Cedar Point Facility Services,INV-253415,2025-12-12,2026-01-11,19433.43,19433.43,0.0,0.0,0.0,0.0,N
C1004,Cedar Point Facility Services,INV-253510,2025-12-24,2026-01-23,20931.19,20931.19,0.0,0.0,0.0,0.0,N
C1005,Clearwater Janitorial Company,INV-253264,2025-11-26,2025-12-26,9826.56,0.0,9826.56,0.0,0.0,0.0,N
C1005,Clearwater Janitorial Company,INV-253335,2025-12-04,2026-01-03,3901.96,3901.96,0.0,0.0,0.0,0.0,N
C1005,Clearwater Janitorial Company,INV-253392,2025-12-10,2026-01-09,11696.03,11696.03,0.0,0.0,0.0,0.0,N
C1005,Clearwater Janitorial Company,INV-253556,2025-12-30,2026-01-29,1317.3,1317.3,0.0,0.0,0.0,0.0,N
C1006,Delmar Janitorial Services LLC,INV-251714,2025-07-01,2025-07-31,11783.95,0.0,0.0,0.0,0.0,11783.95,Y
C1006,Delmar Janitorial Services LLC,INV-251758,2025-07-04,2025-08-03,10941.44,0.0,0.0,0.0,0.0,10941.44,Y
C1006,Delmar Janitorial Services LLC,INV-251775,2025-07-07,2025-08-06,20044.9,0.0,0.0,0.0,0.0,20044.9,Y
C1006,Delmar Janitorial Services LLC,INV-251821,2025-07-11,2025-08-10,16234.35,0.0,0.0,0.0,0.0,16234.35,Y
C1006,Delmar Janitorial Services LLC,INV-251854,2025-07-15,2025-08-14,9895.58,0.0,0.0,0.0,0.0,9895.58,Y
C1006,Delmar Janitorial Services LLC,INV-251939,2025-07-24,2025-08-23,14355.01,0.0,0.0,0.0,0.0,14355.01,Y
C1006,Delmar Janitorial Services LLC,INV-251980,2025-07-29,2025-08-28,19586.54,0.0,0.0,0.0,0.0,19586.54,Y
C1006,Delmar Janitorial Services LLC,INV-251990,2025-07-30,2025-08-29,19782.33,0.0,0.0,0.0,0.0,19782.33,Y
C1006,Delmar Janitorial Services LLC,INV-252035,2025-08-04,2025-09-03,20456.14,0.0,0.0,0.0,0.0,20456.14,Y
C1006,Delmar Janitorial Services LLC,INV-252126,2025-08-12,2025-09-11,11433.81,0.0,0.0,0.0,0.0,11433.81,Y
C1008,Evergreen Senior Living Inc.,INV-253246,2025-11-25,2026-01-09,14345.73,0.0,14345.73,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253274,2025-11-27,2026-01-11,9152.0,0.0,9152.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253309,2025-12-02,2026-01-16,11952.77,11952.77,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253349,2025-12-05,2026-01-19,12948.84,12948.84,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253374,2025-12-09,2026-01-23,4571.76,4571.76,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253393,2025-12-10,2026-01-24,10386.44,10386.44,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253394,2025-12-10,2026-01-24,6507.03,6507.03,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253543,2025-12-29,2026-02-12,9620.2,9620.2,0.0,0.0,0.0,0.0,N
C1008,Evergreen Senior Living Inc.,INV-253567,2025-12-31,2026-02-14,53186.78,53186.78,0.0,0.0,0.0,0.0,N
C1009,Fairlawn Public Schools,INV-253163,2025-11-18,2026-01-02,3684.2,0.0,3684.2,0.0,0.0,0.0,N
C1009,Fairlawn Public Schools,INV-253230,2025-11-24,2026-01-08,2587.12,0.0,2587.12,0.0,0.0,0.0,N
C1009,Fairlawn Public Schools,INV-253275,2025-11-27,2026-01-11,3515.22,0.0,3515.22,0.0,0.0,0.0,N
C1009,Fairlawn Public Schools,INV-253375,2025-12-09,2026-01-23,4632.15,4632.15,0.0,0.0,0.0,0.0,N
C1010,Forest City Hotels and Resorts,INV-253247,2025-11-25,2025-12-25,23775.07,0.0,23775.07,0.0,0.0,0.0,N
C1010,Forest City Hotels and Resorts,INV-253405,2025-12-11,2026-01-10,10382.55,10382.55,0.0,0.0,0.0,0.0,N
C1010,Forest City Hotels and Resorts,INV-253416,2025-12-12,2026-01-11,31601.82,31601.82,0.0,0.0,0.0,0.0,N
C1010,Forest City Hotels and Resorts,INV-253486,2025-12-22,2026-01-21,5727.38,5727.38,0.0,0.0,0.0,0.0,N
C1010,Forest City Hotels and Resorts,INV-253557,2025-12-30,2026-01-29,53719.44,53719.44,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253311,2025-12-02,2026-01-01,26216.19,26216.19,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253350,2025-12-05,2026-01-04,11351.93,11351.93,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253351,2025-12-05,2026-01-04,13045.76,13045.76,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253363,2025-12-08,2026-01-07,12098.92,12098.92,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253364,2025-12-08,2026-01-07,2421.78,2421.78,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253376,2025-12-09,2026-01-08,3034.23,3034.23,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253377,2025-12-09,2026-01-08,19543.75,19543.75,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253395,2025-12-10,2026-01-09,19899.44,19899.44,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253417,2025-12-12,2026-01-11,11584.74,11584.74,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253427,2025-12-15,2026-01-14,2062.94,2062.94,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253439,2025-12-16,2026-01-15,4150.0,4150.0,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253473,2025-12-19,2026-01-18,1866.28,1866.28,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253498,2025-12-23,2026-01-22,6823.16,6823.16,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253511,2025-12-24,2026-01-23,10799.83,10799.83,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253512,2025-12-24,2026-01-23,5813.57,5813.57,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253522,2025-12-25,2026-01-24,7545.02,7545.02,0.0,0.0,0.0,0.0,N
C1011,Garfield Industrial Company,INV-253544,2025-12-29,2026-01-28,8241.01,8241.01,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253352,2025-12-05,2026-01-04,15958.44,15958.44,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253365,2025-12-08,2026-01-07,4239.29,4239.29,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253418,2025-12-12,2026-01-11,20578.89,20578.89,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253487,2025-12-22,2026-01-21,3136.17,3136.17,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253499,2025-12-23,2026-01-22,2976.84,2976.84,0.0,0.0,0.0,0.0,N
C1012,Great Lakes Logistics Inc.,INV-253558,2025-12-30,2026-01-29,4328.19,4328.19,0.0,0.0,0.0,0.0,N
C1013,Hamilton County Services,INV-253440,2025-12-16,2026-01-30,978.73,978.73,0.0,0.0,0.0,0.0,N
C1014,Harborview Apartments LLC,INV-253428,2025-12-15,2026-01-14,5087.85,5087.85,0.0,0.0,0.0,0.0,N
C1014,Harborview Apartments LLC,INV-253500,2025-12-23,2026-01-22,6416.46,6416.46,0.0,0.0,0.0,0.0,N
C1014,Harborview Apartments LLC,INV-253545,2025-12-29,2026-01-28,8895.72,8895.72,0.0,0.0,0.0,0.0,N
C1014,Harborview Apartments LLC,INV-253559,2025-12-30,2026-01-29,49833.51,49833.51,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253177,2025-11-19,2025-12-19,5948.1,0.0,5948.1,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253277,2025-11-27,2025-12-27,7954.99,0.0,7954.99,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253314,2025-12-02,2026-01-01,32786.56,32786.56,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253337,2025-12-04,2026-01-03,7689.65,7689.65,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253338,2025-12-04,2026-01-03,13032.16,13032.16,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253366,2025-12-08,2026-01-07,4991.41,4991.41,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253367,2025-12-08,2026-01-07,4626.73,4626.73,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253378,2025-12-09,2026-01-08,1659.31,1659.31,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253396,2025-12-10,2026-01-09,8447.07,8447.07,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253501,2025-12-23,2026-01-22,3598.11,3598.11,0.0,0.0,0.0,0.0,N
C1015,Heritage Food Services Inc.,INV-253513,2025-12-24,2026-01-23,7892.37,7892.37,0.0,0.0,0.0,0.0,N
C1016,Highland Manufacturing Company,INV-253353,2025-12-05,2026-01-04,2403.77,2403.77,0.0,0.0,0.0,0.0,N
C1016,Highland Manufacturing Company,INV-253474,2025-12-19,2026-01-18,9589.89,9589.89,0.0,0.0,0.0,0.0,N
C1017,Ironwood Property Services,INV-253531,2025-12-26,2026-01-25,5734.85,5734.85,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253216,2025-11-21,2026-01-05,5959.02,0.0,5959.02,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253217,2025-11-21,2026-01-05,3945.13,0.0,3945.13,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253232,2025-11-24,2026-01-08,18550.32,0.0,18550.32,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253315,2025-12-02,2026-01-16,14192.82,14192.82,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253354,2025-12-05,2026-01-19,5149.26,5149.26,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253379,2025-12-09,2026-01-23,7991.32,7991.32,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253397,2025-12-10,2026-01-24,10378.29,10378.29,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253475,2025-12-19,2026-02-02,10323.76,10323.76,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253476,2025-12-19,2026-02-02,20717.66,20717.66,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253502,2025-12-23,2026-02-06,6095.94,6095.94,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253514,2025-12-24,2026-02-07,2902.23,2902.23,0.0,0.0,0.0,0.0,N
C1018,Kent Valley Hospital,INV-253568,2025-12-31,2026-02-14,5371.61,5371.61,0.0,0.0,0.0,0.0,N
UNMATCHED,Keystone Facilities Group,INV-252650,2025-09-30,2025-10-30,642000.0,0.0,0.0,0.0,642000.0,0.0,N
C1019,Lakeshore Cleaning Services Inc.,INV-253380,2025-12-09,2026-01-08,16278.33,16278.33,0.0,0.0,0.0,0.0,N
C1019,Lakeshore Cleaning Services Inc.,INV-253532,2025-12-26,2026-01-25,14803.56,14803.56,0.0,0.0,0.0,0.0,N
C1020,Lorain Distribution Company,INV-253503,2025-12-23,2026-01-22,6140.4,6140.4,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253197,2025-11-20,2025-12-20,9207.23,0.0,9207.23,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253267,2025-11-26,2025-12-26,4788.77,0.0,4788.77,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253285,2025-11-28,2025-12-28,1056.46,0.0,1056.46,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253324,2025-12-03,2026-01-02,6292.24,6292.24,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253381,2025-12-09,2026-01-08,10828.84,10828.84,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253398,2025-12-10,2026-01-09,2591.45,2591.45,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253457,2025-12-18,2026-01-17,3739.65,3739.65,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253523,2025-12-25,2026-01-24,2067.2,2067.2,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253533,2025-12-26,2026-01-25,6736.65,6736.65,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253534,2025-12-26,2026-01-25,16152.83,16152.83,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253546,2025-12-29,2026-01-28,7132.02,7132.02,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253547,2025-12-29,2026-01-28,19661.5,19661.5,0.0,0.0,0.0,0.0,N
C1022,Medina Auto Group,INV-253569,2025-12-31,2026-01-30,9796.04,9796.04,0.0,0.0,0.0,0.0,N
C1023,Midwest Stadium Services Inc.,INV-253325,2025-12-03,2026-01-02,6130.86,6130.86,0.0,0.0,0.0,0.0,N
C1023,Midwest Stadium Services Inc.,INV-253406,2025-12-11,2026-01-10,939.72,939.72,0.0,0.0,0.0,0.0,N
C1023,Midwest Stadium Services Inc.,INV-253419,2025-12-12,2026-01-11,39819.61,39819.61,0.0,0.0,0.0,0.0,N
C1023,Midwest Stadium Services Inc.,INV-253450,2025-12-17,2026-01-16,1832.31,1832.31,0.0,0.0,0.0,0.0,N
C1023,Midwest Stadium Services Inc.,INV-253560,2025-12-30,2026-01-29,7868.16,7868.16,0.0,0.0,0.0,0.0,N
C1024,North Coast Restaurants LLC,INV-253382,2025-12-09,2026-01-08,14583.1,14583.1,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253326,2025-12-03,2026-01-02,2390.53,2390.53,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253355,2025-12-05,2026-01-04,23647.25,23647.25,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253407,2025-12-11,2026-01-10,5855.46,5855.46,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253429,2025-12-15,2026-01-14,23057.26,23057.26,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253430,2025-12-15,2026-01-14,4712.87,4712.87,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253451,2025-12-17,2026-01-16,29567.6,29567.6,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253477,2025-12-19,2026-01-18,10312.98,10312.98,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253478,2025-12-19,2026-01-18,6121.14,6121.14,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253488,2025-12-22,2026-01-21,40890.26,40890.26,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253504,2025-12-23,2026-01-22,3494.87,3494.87,0.0,0.0,0.0,0.0,N
C1025,Oak Ridge Office Parks,INV-253570,2025-12-31,2026-01-30,11809.92,11809.92,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-252055,2025-08-05,2025-09-19,2498.66,0.0,0.0,0.0,0.0,2498.66,N
C1026,Parma Community College,INV-253107,2025-11-12,2025-12-27,8344.9,0.0,8344.9,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253123,2025-11-13,2025-12-28,5905.97,0.0,5905.97,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253181,2025-11-19,2026-01-03,8820.32,0.0,8820.32,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253199,2025-11-20,2026-01-04,95000.0,0.0,95000.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253220,2025-11-21,2026-01-05,2226.47,0.0,2226.47,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253221,2025-11-21,2026-01-05,3622.55,0.0,3622.55,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253222,2025-11-21,2026-01-05,9383.27,0.0,9383.27,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253236,2025-11-24,2026-01-08,12740.09,0.0,12740.09,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253254,2025-11-25,2026-01-09,9540.35,0.0,9540.35,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253268,2025-11-26,2026-01-10,18926.95,0.0,18926.95,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253327,2025-12-03,2026-01-17,9433.07,9433.07,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253356,2025-12-05,2026-01-19,6370.36,6370.36,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253357,2025-12-05,2026-01-19,18008.93,18008.93,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253431,2025-12-15,2026-01-29,11044.01,11044.01,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253441,2025-12-16,2026-01-30,5490.29,5490.29,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253452,2025-12-17,2026-01-31,2339.85,2339.85,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253458,2025-12-18,2026-02-01,16168.15,16168.15,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253489,2025-12-22,2026-02-05,3886.85,3886.85,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253505,2025-12-23,2026-02-06,6870.64,6870.64,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253515,2025-12-24,2026-02-07,7290.53,7290.53,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253524,2025-12-25,2026-02-08,2542.02,2542.02,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253535,2025-12-26,2026-02-09,10794.08,10794.08,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253536,2025-12-26,2026-02-09,3842.53,3842.53,0.0,0.0,0.0,0.0,N
C1026,Parma Community College,INV-253561,2025-12-30,2026-02-13,9874.45,9874.45,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-252043,2025-08-04,2025-09-03,4002.26,0.0,0.0,0.0,0.0,4002.26,N
C1027,Pinnacle Building Services Inc.,INV-253399,2025-12-10,2026-01-09,6831.5,6831.5,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253420,2025-12-12,2026-01-11,5503.97,5503.97,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253459,2025-12-18,2026-01-17,10689.69,10689.69,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253479,2025-12-19,2026-01-18,9382.71,9382.71,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253537,2025-12-26,2026-01-25,18275.93,18275.93,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253562,2025-12-30,2026-01-29,2422.43,2422.43,0.0,0.0,0.0,0.0,N
C1027,Pinnacle Building Services Inc.,INV-253571,2025-12-31,2026-01-30,2486.05,2486.05,0.0,0.0,0.0,0.0,N
C1028,Portage Cold Storage Company,INV-253316,2025-12-02,2026-01-01,6087.31,6087.31,0.0,0.0,0.0,0.0,N
C1028,Portage Cold Storage Company,INV-253317,2025-12-02,2026-01-01,18845.49,18845.49,0.0,0.0,0.0,0.0,N
C1028,Portage Cold Storage Company,INV-253328,2025-12-03,2026-01-02,30601.24,30601.24,0.0,0.0,0.0,0.0,N
C1028,Portage Cold Storage Company,INV-253408,2025-12-11,2026-01-10,23842.66,23842.66,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253329,2025-12-03,2026-01-02,2103.48,2103.48,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253432,2025-12-15,2026-01-14,16585.39,16585.39,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253481,2025-12-19,2026-01-18,5865.1,5865.1,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253490,2025-12-22,2026-01-21,42306.16,42306.16,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253491,2025-12-22,2026-01-21,7295.98,7295.98,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253506,2025-12-23,2026-01-22,15686.56,15686.56,0.0,0.0,0.0,0.0,N
C1029,Riverside Fitness Clubs LLC,INV-253548,2025-12-29,2026-01-28,4457.48,4457.48,0.0,0.0,0.0,0.0,N
